ranking,vElf #,background,skin,eyes,mouth,clothes,hair,headwear,Rarity
4833,674,Light Green,Peach,Purple Eyes,Kissy Lips,Checkered Brassiere,Red Straight,No Headwear,COMMON
4834,2041,Light Pink,Brown,Green Angry Eyes,Pink Plump Lips,Black Horseskin,Black Wavy,No Headwear,COMMON
4835,1089,Greyish Blue,Green,Scarred Eyes,Small Smile,Brown Cape,White Braid,No Headwear,COMMON
4836,164,Light Yellow,Blue,Diamond Eyes,Kissy Lips,Pink Brassiere,Brown Spacebuns,No Headwear,COMMON
4837,3162,Rainbow,Green,Icy Eyes,Pink Plump Lips,Black Horseskin,Red Straight,No Headwear,COMMON
4838,1560,Light Orange,Brown,VeChain Visor,Gritting Teeth,Fluffy White Offshoulder,Red Straight,No Headwear,COMMON
4839,901,Up Only,Brown,Pink Eyes,Upset,Brown Horseskin,Red Straight,No Headwear,COMMON
4840,610,Light Turquoise,Blue,Blue Dewy Eyes,Big Grin,Brown Offshoulder,Red Straight,No Headwear,COMMON
4841,6198,Graveyard,Yellow,Scarred Eyes,Shocked,Black with Chains,Brown Wavy,No Headwear,COMMON
4842,5007,Up Only,Brown,VeChain Visor,Black Mask,White Cape,Blonde Spacebuns,No Headwear,COMMON
4843,1190,Light Brown,Blue,Blue Angry Eyes,Gritting Teeth,Fluffy White Offshoulder,Red Braid,No Headwear,COMMON
4844,5309,Light Blue,Yellow,Blue Dewy Eyes,Big Grin,Black Cami,Black Wavy,No Headwear,COMMON
4845,938,Light Turquoise,Peach,Purple Eyes,Small Smile,Black Cami,Black Wavy,No Headwear,COMMON
4846,2019,Purple Clouds,Blue,Diamond Eyes,Black Mask,Brown Horseskin,Layered Purple,No Headwear,COMMON
4847,2632,Up Only,Green,Scarred Eyes,Stuck Out Tongue,White Cape,Red Pullback,No Headwear,COMMON
4848,842,Graveyard,Yellow,Scarred Eyes,Gritting Teeth,Red Cami,Red Straight,No Headwear,COMMON
4849,7465,Light Red,Blue,Blue Dewy Eyes,Upset,Black Cape,Brown Spacebuns,No Headwear,COMMON
4850,5050,Light Yellow,Yellow,Deal With It,Pink Plump Lips,Black Cami,Blue Wavy Bob,No Headwear,COMMON
4851,3141,Light Brown,Blue,Grey Dewy Eyes,Confused,White Cami,Brown Wavy,No Headwear,COMMON
4852,4467,Light Yellow,Brown,Heart Eyes,Upset,Black Cami,Pixie Cut,No Headwear,COMMON
4853,4343,Graveyard,Peach,Diamond Eyes,Confused,Black Horseskin,White Braid,No Headwear,COMMON
4854,7027,Light Green,Brown,Blue Angry Eyes,Black Mask,Black Cami,Black Straight Bob,No Headwear,COMMON
4855,7520,Forest,Yellow,Diamond Eyes,Kissy Lips,Black Cape,White Pullback,No Headwear,COMMON
4856,1853,Light Brown,Green,Grey Dewy Eyes,Stuck Out Tongue,Red Elven Dress,Black Straight,No Headwear,COMMON
4857,6731,Light Green,Brown,Green Angry Eyes,Pink Plump Lips,Black Plunge Dress,Black White Straight,No Headwear,COMMON
4858,4616,Blue Clouds,Brown,Purple Eyes,Confused,Black Horseskin,Red Pullback,No Headwear,COMMON
4859,568,Light Yellow,Peach,Diamond Eyes,Small Smile,White Asymmetric Dress,Red Straight,No Headwear,COMMON
4860,7587,Purple Clouds,Peach,Green Slanted Eyes,Slightly Open,White Cami,Red Wavy,No Headwear,COMMON
4861,4259,Light Pink,Yellow,Deal With It,Black Mask,Brown Offshoulder,Brown Straight Bob,No Headwear,COMMON
4862,7133,Light Yellow,Green,Bug Eyes,Pink Plump Lips,Blue Dress,Red Pullback,No Headwear,COMMON
4863,316,Light Green,Brown,VeChain Visor,Gritting Teeth,Brown Cape,Red Straight,No Headwear,COMMON
4864,1442,Forest,Green,Diamond Eyes,Big Grin,Black Cape,Blue Wavy Bob,No Headwear,COMMON
4865,5465,Light Brown,Yellow,Deal With It,Kissy Lips,Black Horseskin,Black Straight Bob,No Headwear,COMMON
4866,5118,Light Red,Green,Deal With It,Stuck Out Tongue,White Asymmetric Dress,Red Pullback,No Headwear,COMMON
4867,3609,VeSea,Peach,Crying Eyes,Pink Thin Lips,White Asymmetric Dress,Blue Wavy Bob,No Headwear,COMMON
4868,3591,Light Red,Blue,Pink Eyes,Pink Plump Lips,Pink Brassiere,Blonde Spacebuns,No Headwear,COMMON
4869,4298,Forest,Peach,Icy Eyes,Pink Plump Lips,Checkered Brassiere,Blonde Spacebuns,No Headwear,COMMON
4870,6676,Light Orange,Blue,Green Slanted Eyes,Big Grin,Black Cami,Pixie Cut,No Headwear,COMMON
4871,4611,Light Yellow,Peach,VeChain Visor,Confused,Red Plunge Dress,Red Wavy,No Headwear,COMMON
4872,4035,Light Brown,Green,VeChain Visor,Pink Thin Lips,Brown Cami,Brown Straight Bob,No Headwear,COMMON
4873,2967,Light Purple,Yellow,Purple Eyes,Black Mask,Black Horseskin,Red Braid,No Headwear,COMMON
4874,1487,Light Orange,Brown,Rolled Eyes,Confused,White Cami,Red Pullback,No Headwear,COMMON
4875,7412,Light Blue,Yellow,Blue Dewy Eyes,Gritting Teeth,Blue Brassiere,Brown Wavy,No Headwear,COMMON
4876,4508,Light Blue,Blue,Scarred Eyes,Pink Plump Lips,Black Plunge Dress,Red Straight,No Headwear,COMMON
4877,7066,Aftermath,Brown,Green Angry Eyes,Pink Thin Lips,Brown Offshoulder,Blonde Spacebuns,No Headwear,COMMON
4878,3673,Greyish Blue,Peach,Bug Eyes,Shocked,White Asymmetric Dress,White Braid,No Headwear,COMMON
4879,3763,Light Orange,Green,Bug Eyes,Kissy Lips,White Asymmetric Dress,Black Wavy,No Headwear,COMMON
4880,909,Rainbow,Brown,Deal With It,Confused,Blue Dress,Pixie Cut,No Headwear,COMMON
4881,1298,Light Brown,Green,Green Slanted Eyes,Slightly Open,Black Horseskin,Red Wavy,No Headwear,COMMON
4882,3971,Light Turquoise,Blue,Eye Patch,Confused,Brown Horseskin,Pixie Cut,No Headwear,COMMON
4883,3462,Light Turquoise,Peach,Deal With It,Pink Thin Lips,Pink Brassiere,Brown Wavy,No Headwear,COMMON
4884,83,Forest,Peach,Diamond Eyes,Big Grin,Brown Cape,Brown Spacebuns,No Headwear,COMMON
4885,4505,VeSea,Yellow,Green Slanted Eyes,Slightly Open,Fluffy White Offshoulder,Pink Short Tiedback,No Headwear,COMMON
4886,7158,Graveyard,Yellow,Bug Eyes,Slightly Open,White Cape,Black Pullback,No Headwear,COMMON
4887,4263,Light Purple,Brown,Deal With It,Upset,Orange Brassiere,White Braid,No Headwear,COMMON
4888,2518,Light Red,Brown,Blue Sleepy Eyes,Slightly Open,Black Plunge Dress,Brown Wavy,No Headwear,COMMON
4889,116,Greyish Blue,Peach,Eye Patch,Pink Thin Lips,White Asymmetric Dress,Layered Purple,No Headwear,COMMON
4890,4139,Up Only,Yellow,Rolled Eyes,Shocked,Black Horseskin,Red Pullback,No Headwear,COMMON
4891,2081,Greyish Blue,Peach,Green Angry Eyes,Small Smile,Brown Cami,Pixie Cut,No Headwear,COMMON
4892,3692,Light Red,Blue,Eye Patch,Shocked,Black with Chains,Black Straight Bob,No Headwear,COMMON
4893,922,Up Only,Peach,Icy Eyes,Upset,Red Asymmetric Dress,Pixie Cut,No Headwear,COMMON
4894,2460,Forest,Green,Blue Dewy Eyes,Black Mask,Black Cami,Red Wavy,No Headwear,COMMON
4895,3495,Forest,Blue,Blue Sleepy Eyes,Slightly Open,Battle Armor,White Braid,No Headwear,COMMON
4896,3899,Light Turquoise,Yellow,Blue Sleepy Eyes,Pink Thin Lips,Pink Brassiere,Pink Short Tiedback,No Headwear,COMMON
4897,4798,Light Pink,Peach,VeChain Visor,Small Smile,Fluffy White Offshoulder,Black Wavy,No Headwear,COMMON
4898,6754,Forest,Peach,Bug Eyes,Gritting Teeth,Black Horseskin,Red Pullback,No Headwear,COMMON
4899,5382,VeSea,Brown,Scarred Eyes,Small Smile,Orange Brassiere,Red Wavy,No Headwear,COMMON
4900,5321,Blue Clouds,Blue,3D Glasses,Pink Thin Lips,Black with Chains,White Pullback,No Headwear,COMMON
4901,1958,Graveyard,Brown,Crying Eyes,Big Grin,Blue Dress,Brown Straight Bob,No Headwear,COMMON
4902,4087,Light Purple,Green,Purple Eyes,Pink Thin Lips,Black Cami,Pink Short Tiedback,No Headwear,COMMON
4903,4633,Light Purple,Brown,Green Angry Eyes,Pink Thin Lips,Brown Horseskin,Brown Spacebuns,No Headwear,COMMON
4904,4374,Forest,Peach,Eye Patch,Gritting Teeth,Black with Chains,Black Straight Bob,No Headwear,COMMON
4905,697,VeSea,Brown,Blue Sleepy Eyes,Pink Thin Lips,Fluffy White Offshoulder,Red Straight,No Headwear,COMMON
4906,441,Light Blue,Green,Crying Eyes,Pink Thin Lips,Black Plunge Dress,Blue Wavy Bob,No Headwear,COMMON
4907,6765,Light Red,Yellow,Pink Eyes,Pink Thin Lips,Orange Brassiere,Red Braid,No Headwear,COMMON
4908,6579,Light Turquoise,Brown,Deal With It,Kissy Lips,Pink Brassiere,Pixie Cut,No Headwear,COMMON
4909,1039,Graveyard,Green,Blue Angry Eyes,Stuck Out Tongue,Black Plunge Dress,Blue Wavy Bob,No Headwear,COMMON
4910,864,Light Brown,Peach,Purple Eyes,Confused,Red Cami,Brown Spacebuns,No Headwear,COMMON
4911,5726,Light Brown,Brown,Eye Patch,Small Smile,Black Plunge Dress,Blonde Spacebuns,No Headwear,COMMON
4912,5945,Graveyard,Brown,Crying Eyes,Black Mask,Orange Brassiere,Brown Spacebuns,No Headwear,COMMON
4913,2583,Blue Clouds,Brown,Heart Eyes,Pink Thin Lips,Black with Chains,Pink Short Tiedback,No Headwear,COMMON
4914,3368,Forest,Peach,Scarred Eyes,Confused,Red Cami,White Braid,No Headwear,COMMON
4915,2619,Aftermath,Peach,Fiery Eyes,Black Mask,Red Plunge Dress,Red Straight,No Headwear,COMMON
4916,1536,Forest,Peach,Heart Eyes,Upset,Black Cami,Black Wavy,No Headwear,COMMON
4917,2350,Light Brown,Yellow,Scarred Eyes,Confused,White Cape,Black Pullback,No Headwear,COMMON
4918,1431,Light Brown,Blue,Blue Angry Eyes,Kissy Lips,White Asymmetric Dress,White Braid,No Headwear,COMMON
4919,4074,Purple Clouds,Brown,Icy Eyes,Black Mask,Brown Cape,Brown Wavy,No Headwear,COMMON
4920,951,Light Blue,Brown,Diamond Eyes,Black Mask,Black with Chains,Black White Straight,No Headwear,COMMON
4921,3122,Light Yellow,Blue,Scarred Eyes,Upset,Black Plunge Dress,Blonde Spacebuns,No Headwear,COMMON
4922,1986,Light Green,Yellow,Blue Angry Eyes,Kissy Lips,Brown Cami,Black Wavy,No Headwear,COMMON
4923,6453,Graveyard,Yellow,Icy Eyes,Kissy Lips,Black Plunge Dress,Pink Short Tiedback,No Headwear,COMMON
4924,862,Up Only,Yellow,Deal With It,Upset,Black with Chains,Brown Wavy,No Headwear,COMMON
4925,7115,Light Orange,Yellow,Crying Eyes,Upset,Blue Dress,Pink Short Tiedback,No Headwear,COMMON
4926,7461,Blue Clouds,Blue,Heart Eyes,Slightly Open,White Cape,Red Straight,No Headwear,COMMON
4927,7537,Light Blue,Green,Blue Sleepy Eyes,Stuck Out Tongue,Black with Chains,White Braid,No Headwear,COMMON
4928,4413,VeSea,Yellow,Rolled Eyes,Gritting Teeth,Orange Brassiere,Black Wavy,No Headwear,COMMON
4929,535,Light Blue,Blue,Green Angry Eyes,Stuck Out Tongue,Black Cape,White Pullback,No Headwear,COMMON
4930,872,Light Blue,Green,Purple Eyes,Slightly Open,Black Cape,Black Straight Bob,No Headwear,COMMON
4931,3146,Light Orange,Yellow,Diamond Eyes,Big Grin,Black Horseskin,Black White Straight,No Headwear,COMMON
4932,5071,Light Purple,Brown,Blue Sleepy Eyes,Pink Thin Lips,Brown Cami,White Braid,No Headwear,COMMON
4933,1518,Up Only,Brown,Scarred Eyes,Shocked,Black with Chains,Red Wavy,No Headwear,COMMON
4934,3637,Greyish Blue,Green,Blue Dewy Eyes,Black Mask,Black Horseskin,Red Straight,No Headwear,COMMON
4935,5182,VeSea,Peach,VeChain Visor,Pink Plump Lips,Blue Asymmetric Dress,Pink Short Tiedback,No Headwear,COMMON
4936,55,Light Red,Green,VeChain Visor,Big Grin,Black Horseskin,Black Straight Bob,No Headwear,COMMON
4937,6950,Greyish Blue,Yellow,Icy Eyes,Shocked,Battle Armor,Blonde Spacebuns,No Headwear,COMMON
4938,7249,Light Brown,Blue,Pink Eyes,Pink Plump Lips,White Cami,Blonde Spacebuns,No Headwear,COMMON
4939,7319,Light Turquoise,Blue,Heart Eyes,Stuck Out Tongue,Brown Offshoulder,Brown Spacebuns,No Headwear,COMMON
4940,5165,Light Orange,Brown,Diamond Eyes,Pink Thin Lips,Brown Cape,Black White Straight,No Headwear,COMMON
4941,2119,Light Green,Green,VeChain Visor,Big Grin,Red Cami,Blue Wavy Bob,No Headwear,COMMON
4942,5644,Light Purple,Yellow,Eye Patch,Stuck Out Tongue,Red Elven Dress,Black Wavy,No Headwear,COMMON
4943,1489,Rainbow,Peach,Blue Angry Eyes,Slightly Open,White Cami,Blonde Spacebuns,No Headwear,COMMON
4944,5661,Aftermath,Blue,Purple Eyes,Big Grin,Black Cami,Black Straight Bob,No Headwear,COMMON
4945,4193,Greyish Blue,Green,Scarred Eyes,Big Grin,Brown Horseskin,Brown Straight Bob,No Headwear,COMMON
4946,5045,Graveyard,Blue,Deal With It,Shocked,Brown Horseskin,Black Straight Bob,No Headwear,COMMON
4947,4384,Light Blue,Peach,Fiery Eyes,Big Grin,Brown Horseskin,Blue Wavy Bob,No Headwear,COMMON
4948,2770,Light Orange,Yellow,Grey Dewy Eyes,Upset,White Cami,Black Straight Bob,No Headwear,COMMON
4949,7015,Greyish Blue,Green,Scarred Eyes,Pink Plump Lips,Black Horseskin,Black White Straight,No Headwear,COMMON
4950,4856,Graveyard,Blue,Deal With It,Upset,Black Cami,Blonde Spacebuns,No Headwear,COMMON
4951,5498,Purple Clouds,Peach,Green Slanted Eyes,Confused,Fluffy White Offshoulder,Pixie Cut,No Headwear,COMMON
4952,3188,Light Blue,Yellow,VeChain Visor,Black Mask,Fluffy White Offshoulder,Brown Wavy,No Headwear,COMMON
4953,6414,Light Green,Brown,Green Angry Eyes,Pink Thin Lips,Black Cape,Blonde Spacebuns,No Headwear,COMMON
4954,7451,Purple Clouds,Blue,3D Glasses,Slightly Open,Brown Cami,Blue Wavy Bob,No Headwear,COMMON
4955,3542,Light Pink,Brown,3D Glasses,Small Smile,Black Horseskin,White Braid,No Headwear,COMMON
4956,433,Forest,Peach,Grey Dewy Eyes,Upset,White Asymmetric Dress,Black White Straight,No Headwear,COMMON
4957,6636,Light Brown,Blue,Fiery Eyes,Slightly Open,Blue Asymmetric Dress,Red Wavy,No Headwear,COMMON
4958,4052,Forest,Blue,Blue Dewy Eyes,Pink Plump Lips,Black Plunge Dress,Brown Spacebuns,No Headwear,COMMON
4959,2487,Rainbow,Peach,Bug Eyes,Big Grin,Orange Brassiere,Red Straight,No Headwear,COMMON
4960,801,Light Purple,Peach,VeChain Visor,Kissy Lips,Blue Asymmetric Dress,Red Braid,No Headwear,COMMON
4961,4714,Light Orange,Yellow,Green Slanted Eyes,Pink Plump Lips,Black Horseskin,Red Straight,No Headwear,COMMON
4962,6687,Light Purple,Brown,Green Slanted Eyes,Gritting Teeth,Pink Brassiere,Brown Wavy,No Headwear,COMMON
4963,4279,Light Brown,Yellow,VeChain Visor,Stuck Out Tongue,White Asymmetric Dress,Black Straight Bob,No Headwear,COMMON
4964,3696,Up Only,Brown,Bug Eyes,Stuck Out Tongue,Black Cape,Brown Spacebuns,No Headwear,COMMON
4965,4846,Light Blue,Green,Blue Sleepy Eyes,Slightly Open,Brown Offshoulder,Brown Wavy,No Headwear,COMMON
4966,830,Purple Clouds,Yellow,Icy Eyes,Confused,Brown Offshoulder,Red Straight,No Headwear,COMMON
4967,4485,VeSea,Brown,Purple Eyes,Kissy Lips,Brown Cape,White Braid,No Headwear,COMMON
4968,2408,Light Turquoise,Peach,Grey Dewy Eyes,Gritting Teeth,Orange Brassiere,Blonde Spacebuns,No Headwear,COMMON
4969,396,Forest,Peach,Bug Eyes,Kissy Lips,Battle Armor,Black Straight Bob,No Headwear,COMMON
4970,7669,Up Only,Green,Green Angry Eyes,Black Mask,Black Plunge Dress,Black Straight Bob,No Headwear,COMMON
4971,3222,Light Blue,Yellow,Diamond Eyes,Upset,Black Cami,Black Straight Bob,No Headwear,COMMON
4972,3756,Light Red,Yellow,VeChain Visor,Black Mask,Black Cami,White Braid,No Headwear,COMMON
4973,7165,Light Purple,Brown,Bug Eyes,Gritting Teeth,Fluffy White Offshoulder,Brown Straight Bob,No Headwear,COMMON
4974,1414,Graveyard,Peach,Blue Angry Eyes,Stuck Out Tongue,Blue Dress,Red Wavy,No Headwear,COMMON
4975,3431,VeSea,Brown,Green Slanted Eyes,Pink Plump Lips,Orange Brassiere,Black Straight Bob,No Headwear,COMMON
4976,1475,Aftermath,Peach,Eye Patch,Small Smile,Pink Brassiere,Layered Purple,No Headwear,COMMON
4977,7241,Blue Clouds,Yellow,Heart Eyes,Gritting Teeth,Brown Cami,Red Pullback,No Headwear,COMMON
4978,6030,Light Red,Blue,Grey Dewy Eyes,Pink Thin Lips,Black with Chains,Blonde Spacebuns,No Headwear,COMMON
4979,7168,Light Purple,Peach,Bug Eyes,Slightly Open,Brown Offshoulder,Blonde Spacebuns,No Headwear,COMMON
4980,288,Greyish Blue,Yellow,Diamond Eyes,Gritting Teeth,Fluffy White Offshoulder,Brown Spacebuns,No Headwear,COMMON
4981,1856,Greyish Blue,Peach,Crying Eyes,Big Grin,Red Plunge Dress,Red Braid,No Headwear,COMMON
4982,5959,Light Orange,Blue,Green Angry Eyes,Big Grin,White Asymmetric Dress,Brown Spacebuns,No Headwear,COMMON
4983,3505,Light Blue,Peach,Blue Angry Eyes,Pink Thin Lips,Brown Horseskin,Brown Straight Bob,No Headwear,COMMON
4984,1293,Blue Clouds,Peach,Heart Eyes,Slightly Open,Red Cami,Blonde Spacebuns,No Headwear,COMMON
4985,2723,Light Green,Green,Icy Eyes,Slightly Open,Green Brassiere,Black Wavy,No Headwear,COMMON
4986,6147,Light Orange,Yellow,Blue Dewy Eyes,Slightly Open,Black Cami,Brown Straight Bob,No Headwear,COMMON
4987,3339,Graveyard,Yellow,Heart Eyes,Big Grin,White Cape,Blonde Spacebuns,No Headwear,COMMON
4988,7261,VeSea,Green,Crying Eyes,Confused,Blue Asymmetric Dress,Brown Wavy,No Headwear,COMMON
4989,1210,VeSea,Brown,Blue Dewy Eyes,Confused,White Asymmetric Dress,White Braid,No Headwear,COMMON
4990,4560,Light Pink,Blue,Heart Eyes,Slightly Open,Black Plunge Dress,Brown Straight Bob,No Headwear,COMMON
4991,1722,Light Brown,Green,3D Glasses,Pink Thin Lips,Brown Cami,Brown Spacebuns,No Headwear,COMMON
4992,5135,Forest,Blue,Icy Eyes,Pink Thin Lips,Red Cami,Black Straight,No Headwear,COMMON
4993,7667,VeSea,Green,Purple Eyes,Kissy Lips,Brown Cape,Black White Straight,No Headwear,COMMON
4994,4874,Light Red,Brown,3D Glasses,Black Mask,Black Cami,Blonde Spacebuns,No Headwear,COMMON
4995,3768,Purple Clouds,Yellow,Bug Eyes,Big Grin,Battle Armor,Blue Wavy Bob,No Headwear,COMMON
4996,3014,Purple Clouds,Peach,VeChain Visor,Stuck Out Tongue,Blue Dress,Brown Spacebuns,No Headwear,COMMON
4997,3198,Light Green,Green,Rolled Eyes,Pink Plump Lips,Red Cami,Black White Straight,No Headwear,COMMON
4998,4084,Purple Clouds,Brown,Deal With It,Pink Plump Lips,White Cami,White Braid,No Headwear,COMMON
4999,4252,VeSea,Peach,Eye Patch,Shocked,Red Plunge Dress,Red Pullback,No Headwear,COMMON
5000,6156,Light Pink,Brown,Purple Eyes,Kissy Lips,Red Cami,Black Wavy,No Headwear,COMMON
5001,5280,Rainbow,Blue,Grey Dewy Eyes,Confused,Brown Brassiere,Red Straight,No Headwear,COMMON
5002,6286,Blue Clouds,Brown,Icy Eyes,Black Mask,Black with Chains,Black Straight,No Headwear,COMMON
5003,4813,Blue Clouds,Green,Green Slanted Eyes,Kissy Lips,Brown Cape,Red Straight,No Headwear,COMMON
5004,5816,Blue Clouds,Yellow,Eye Patch,Shocked,Brown Cami,Brown Straight Bob,No Headwear,COMMON
5005,5151,Light Green,Blue,Deal With It,Upset,Blue Brassiere,Blonde Spacebuns,No Headwear,COMMON
5006,7370,Light Yellow,Brown,Heart Eyes,Pink Thin Lips,Brown Cape,White Braid,No Headwear,COMMON
5007,2827,Greyish Blue,Peach,Deal With It,Big Grin,Red Elven Dress,Black Straight Bob,No Headwear,COMMON
5008,7190,Light Green,Brown,Green Slanted Eyes,Pink Thin Lips,Checkered Brassiere,Blonde Spacebuns,No Headwear,COMMON
5009,47,Light Red,Peach,3D Glasses,Confused,Fluffy White Offshoulder,Red Straight,No Headwear,COMMON
5010,7362,Light Red,Peach,Fiery Eyes,Upset,Pink Brassiere,Blonde Spacebuns,No Headwear,COMMON
5011,4334,Light Orange,Yellow,Pink Eyes,Kissy Lips,Brown Brassiere,Black Wavy,No Headwear,COMMON
5012,2995,Light Brown,Green,Heart Eyes,Upset,Brown Offshoulder,Red Braid,No Headwear,COMMON
5013,4766,Blue Clouds,Blue,Green Angry Eyes,Slightly Open,Black Horseskin,Pink Short Tiedback,No Headwear,COMMON
5014,1253,Light Turquoise,Blue,3D Glasses,Black Mask,White Asymmetric Dress,Blue Wavy Bob,No Headwear,COMMON
5015,5183,Light Orange,Peach,Rolled Eyes,Black Mask,Brown Cape,Layered Purple,No Headwear,COMMON
5016,4682,Light Brown,Green,Rolled Eyes,Confused,Fluffy White Offshoulder,Red Wavy,No Headwear,COMMON
5017,7424,Light Red,Peach,Blue Dewy Eyes,Pink Plump Lips,Battle Armor,Pink Short Tiedback,No Headwear,COMMON
5018,3853,Graveyard,Green,Icy Eyes,Slightly Open,Black Cape,Pixie Cut,No Headwear,COMMON
5019,7695,Up Only,Peach,Eye Patch,Pink Plump Lips,Brown Cami,Red Wavy,No Headwear,COMMON
5020,158,Light Pink,Green,Diamond Eyes,Kissy Lips,Brown Cape,Brown Wavy,No Headwear,COMMON
5021,3649,Greyish Blue,Brown,Green Angry Eyes,Black Mask,Orange Brassiere,Black Straight Bob,No Headwear,COMMON
5022,1980,Light Yellow,Yellow,3D Glasses,Stuck Out Tongue,Blue Asymmetric Dress,Red Wavy,No Headwear,COMMON
5023,6739,Light Brown,Yellow,Deal With It,Shocked,Fluffy White Offshoulder,Pink Short Tiedback,No Headwear,COMMON
5024,4118,Aftermath,Green,Diamond Eyes,Slightly Open,White Asymmetric Dress,Black White Straight,No Headwear,COMMON
5025,7350,Forest,Yellow,Crying Eyes,Pink Plump Lips,Brown Cape,Blue Wavy Bob,No Headwear,COMMON
5026,2000,Light Turquoise,Yellow,Grey Dewy Eyes,Big Grin,Blue Dress,Pixie Cut,No Headwear,COMMON
5027,2994,Light Brown,Peach,Scarred Eyes,Pink Thin Lips,Black Plunge Dress,Brown Straight Bob,No Headwear,COMMON
5028,7648,Up Only,Yellow,Icy Eyes,Confused,Black Cape,Brown Wavy,No Headwear,COMMON
5029,1891,Rainbow,Green,Scarred Eyes,Confused,Brown Cami,Black White Straight,No Headwear,COMMON
5030,4212,Forest,Brown,Deal With It,Kissy Lips,Orange Brassiere,Red Wavy,No Headwear,COMMON
5031,2554,Greyish Blue,Brown,Purple Eyes,Gritting Teeth,Black with Chains,Red Straight,No Headwear,COMMON
5032,3606,Light Red,Peach,Scarred Eyes,Confused,Black Plunge Dress,Brown Straight Bob,No Headwear,COMMON
5033,7222,Aftermath,Peach,Diamond Eyes,Gritting Teeth,Black with Chains,Blue Wavy Bob,No Headwear,COMMON
5034,1438,Purple Clouds,Green,Heart Eyes,Black Mask,Fluffy White Offshoulder,Brown Wavy,No Headwear,COMMON
5035,6697,Light Purple,Brown,Bug Eyes,Upset,Orange Brassiere,Red Braid,No Headwear,COMMON
5036,2552,Greyish Blue,Peach,Diamond Eyes,Stuck Out Tongue,Red Elven Dress,Black Wavy,No Headwear,COMMON
5037,7504,Light Green,Peach,VeChain Visor,Upset,Brown Offshoulder,Pixie Cut,No Headwear,COMMON
5038,2935,Light Green,Yellow,Heart Eyes,Shocked,Black with Chains,Brown Straight Bob,No Headwear,COMMON
5039,6094,Light Yellow,Blue,Bug Eyes,Big Grin,Fluffy White Offshoulder,Brown Straight Bob,No Headwear,COMMON
5040,438,Light Red,Brown,Blue Angry Eyes,Pink Plump Lips,Brown Cape,Blonde Spacebuns,No Headwear,COMMON
5041,6651,VeSea,Green,Scarred Eyes,Stuck Out Tongue,Black Cami,Layered Purple,No Headwear,COMMON
5042,5577,Greyish Blue,Yellow,Rolled Eyes,Pink Plump Lips,White Cami,Red Braid,No Headwear,COMMON
5043,658,Light Purple,Blue,Scarred Eyes,Confused,Orange Brassiere,Pink Short Tiedback,No Headwear,COMMON
5044,3819,Aftermath,Yellow,Green Slanted Eyes,Stuck Out Tongue,White Asymmetric Dress,Brown Wavy,No Headwear,COMMON
5045,2346,Light Pink,Brown,Deal With It,Black Mask,Black Cami,Brown Wavy,No Headwear,COMMON
5046,1620,Up Only,Blue,Grey Dewy Eyes,Upset,Black Cami,Blonde Spacebuns,No Headwear,COMMON
5047,7640,Light Orange,Yellow,Diamond Eyes,Pink Thin Lips,Black with Chains,Blonde Spacebuns,No Headwear,COMMON
5048,2690,Light Turquoise,Yellow,Heart Eyes,Small Smile,Fluffy White Offshoulder,Black Wavy,No Headwear,COMMON
5049,1804,VeSea,Brown,Icy Eyes,Upset,Black with Chains,White Braid,No Headwear,COMMON
5050,1071,Purple Clouds,Blue,Blue Dewy Eyes,Pink Plump Lips,White Asymmetric Dress,Pixie Cut,No Headwear,COMMON
5051,3851,Aftermath,Yellow,Bug Eyes,Confused,Brown Cami,Brown Spacebuns,No Headwear,COMMON
5052,6920,Graveyard,Blue,Rolled Eyes,Slightly Open,Black Horseskin,Black Wavy,No Headwear,COMMON
5053,5899,VeSea,Peach,Green Slanted Eyes,Confused,Red Elven Dress,Brown Straight Bob,No Headwear,COMMON
5054,4102,Up Only,Green,3D Glasses,Confused,Blue Dress,Black Straight,No Headwear,COMMON
5055,7145,Graveyard,Peach,Scarred Eyes,Confused,Black with Chains,White Braid,No Headwear,COMMON
5056,2226,Aftermath,Yellow,Icy Eyes,Upset,Blue Brassiere,Blonde Spacebuns,No Headwear,COMMON
5057,4297,Light Turquoise,Yellow,Purple Eyes,Gritting Teeth,White Asymmetric Dress,Red Pullback,No Headwear,COMMON
5058,1590,Purple Clouds,Brown,Eye Patch,Big Grin,Blue Dress,Brown Straight Bob,No Headwear,COMMON
5059,5414,Light Purple,Peach,Icy Eyes,Kissy Lips,Black Cami,Black White Straight,No Headwear,COMMON
5060,4423,Light Pink,Yellow,Crying Eyes,Shocked,White Cami,Black Wavy,No Headwear,COMMON
5061,5433,Light Yellow,Brown,Rolled Eyes,Upset,Brown Cami,Red Braid,No Headwear,COMMON
5062,1525,VeSea,Peach,Icy Eyes,Black Mask,Fluffy White Offshoulder,Black Straight,No Headwear,COMMON
5063,5014,Greyish Blue,Yellow,Fiery Eyes,Pink Thin Lips,Blue Asymmetric Dress,Red Straight,No Headwear,COMMON
5064,5703,Light Orange,Brown,Green Slanted Eyes,Big Grin,Brown Offshoulder,Layered Purple,No Headwear,COMMON
5065,2560,Purple Clouds,Green,Scarred Eyes,Pink Plump Lips,White Asymmetric Dress,Red Straight,No Headwear,COMMON
5066,2629,Light Blue,Yellow,Green Angry Eyes,Small Smile,Black Horseskin,Brown Straight Bob,No Headwear,COMMON
